epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.025626107827941,0.30731959285595956,1.0259493447061796,0.1648046418687538
1,0.001,0.8250034727267365,0.49489207028541754,0.6754082379056446,0.6391225345243552
2,0.001,0.7050362976629343,0.5528814199837747,0.5425970127333456,0.6547886915703964
3,0.001,0.5867464577973779,0.625877262699758,0.5798389217746791,0.630386925773098
4,0.001,0.5120130546057402,0.6462119586529398,0.7648326861324595,0.37197036662125715
5,0.001,0.46077437854524866,0.6497466722972424,0.4171300815112555,0.6040498893924834
6,0.001,0.4025607562776822,0.6733942478069389,0.3715708553791046,0.637459916469305
7,0.001,0.3833967887643558,0.6799998997779562,0.8872565084428929,0.32806295972270794
8,0.001,0.3475115310345123,0.6943056713098457,0.3048064646436207,0.7517993543696186
9,0.001,0.33425469407394753,0.6999452194135976,0.3082776274254073,0.7443197903928134
10,0.001,0.3329982764240521,0.6842094540921809,0.32467483629041644,0.681259940064711
11,0.001,0.31313363318123033,0.7045444467682919,0.2529879132313515,0.7809753811258054
12,0.001,0.30271420283104056,0.7210145882298734,0.24785591595208467,0.7827931415490448
13,0.001,0.277211620736478,0.738466245632969,1.0009460947406825,0.2556804661883239
14,0.001,0.283928584919047,0.7305528923861434,0.24195993124549067,0.7929051604934364
15,0.001,0.2848865767913078,0.7262887744979488,0.2669160721906975,0.7456935052133149
16,0.001,0.2785065478798169,0.7234199278136847,0.23064677350556673,0.786840455729421
17,0.001,0.2533650124695764,0.7545973144491057,0.24920229391375584,0.7736723204226775
18,0.001,0.2702346813322893,0.7394969643483632,0.2865388949415577,0.7509417516372985
19,0.001,0.270971235944264,0.7348029349276035,0.8924069893893911,0.33501606540279555
20,0.001,0.27590959241141133,0.7246595748396413,0.20584385119267365,0.8083011763830988
21,0.001,0.26210341079911187,0.7379374266366927,0.2103479684733633,0.8101067963994121
22,0.001,0.23888503949143994,0.764988197699846,0.24073692244380268,0.8095337424156752
23,0.001,0.25234743774826845,0.7508769090254159,0.1971491666427299,0.8216686538374639
24,0.001,0.24958248036121256,0.7485400658663987,0.24472202605275967,0.7873975936589634
25,0.001,0.25246713655208475,0.7449479073480071,0.21836528849245898,0.8004276434559313
26,0.001,0.25062122362763134,0.7496234770751711,0.23006439142262758,0.7953483818580268
27,0.001,0.2442871877061787,0.7562526275121915,0.20727015030917836,0.7962520097907095
28,0.001,0.23706381423259848,0.7663956979652143,0.2074715125916609,0.8160226564990356
29,0.001,0.26140267546497176,0.7245529982167003,0.1826354007222759,0.8214865095707082
30,0.001,0.2322910085542878,0.7652775533022309,0.20409811721808874,0.8091221933185945
31,0.001,0.22339162386175412,0.776270330712974,0.20498255606907517,0.812058248736359
32,0.001,0.22038219713453036,0.7798244720035001,0.1855788922576762,0.8240489740000921
33,0.001,0.2315831948349725,0.7686976045703933,0.20137183835257344,0.8213986948829002
34,0.001,0.22156236532019147,0.777244055933759,0.18291222448669262,0.8279437730668868
35,0.001,0.23430683163564597,0.7656459533434772,0.20260496037219888,0.8215673491903258
36,0.001,0.2257834665143668,0.7576269891745587,0.18602603562732242,0.8277795557610393
37,0.001,0.22309197552168547,0.7777591005512139,0.20251489730913247,0.8174231253119318
38,0.001,0.21381843946318127,0.7768526965267619,0.190489085974978,0.8185048311316245
39,0.001,0.22078937158655765,0.7587407065166036,0.17285782832707933,0.8301491592774727
40,0.001,0.22474332687570087,0.7641951339259703,0.18178081201083623,0.8257912199020666
41,0.001,0.20964135140625398,0.7858909931673657,0.19042104971942617,0.8186668201901736
42,0.001,0.22182804657452143,0.7778323874659391,0.19663050170265026,0.815862041623182
43,0.001,0.20102633602583586,0.7935415755376223,0.1842744114683635,0.8267065954366666
44,0.001,0.2162487682566714,0.7797216241832636,0.1819115269984772,0.8266640627303623
45,0.001,0.22719725988694092,0.7677542669949475,0.19373094190412493,0.8168398791583567
46,0.001,0.216045270771233,0.7802592971833433,0.18241506770475588,0.8171594564197523
