epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.008065522606693,0.28320175701199024,1.0600123369871681,0.1129207457409681
1,0.001,0.8114748187919161,0.48308279439656365,0.7767975490484664,0.47600828987992044
2,0.001,0.6758448259154363,0.5592387933471253,0.6591097748101648,0.5935428275983552
3,0.001,0.5777139330088202,0.5936804091806308,0.5469212140609969,0.6702535445350473
4,0.001,0.5006197348459444,0.6312582722079142,0.536984275970886,0.6195139752546676
5,0.001,0.4550969863115852,0.6317305178915837,0.38534020354498677,0.75527169145314
6,0.001,0.40304944675360155,0.6676481763934681,0.395764898008375,0.592087470364255
7,0.001,0.3778087821469378,0.6780702998590278,0.29231712577947927,0.7756085489966417
8,0.001,0.3398707566866234,0.7024996639507227,0.26988488346783085,0.7943426328467219
9,0.001,0.3289485760589144,0.6983332424877433,0.2738907426150877,0.7804586218233555
10,0.001,0.313706282581856,0.7141083105251078,0.32495849879819955,0.738102458698051
11,0.001,0.29983853048353054,0.7286982719295233,0.22931931290163923,0.8044854955054235
12,0.001,0.2972426336647859,0.7189093654477932,0.2626457601340849,0.7672748628646926
13,0.001,0.26988275193456396,0.7461316740586561,0.2424598992315691,0.7929216120721903
14,0.001,0.2763425520996549,0.7326161754565453,0.22503275457602828,0.7963312628478825
15,0.001,0.28312186429749675,0.7177299498284324,0.2346394171020878,0.8088188470352867
16,0.001,0.25824270230620655,0.7524026417211577,0.29335726375010474,0.7668041086214269
17,0.001,0.2662268361048912,0.7372933268024251,0.21132940676674913,0.8112653528838782
18,0.001,0.2472412197002724,0.7507877852614513,0.22414386917406054,0.8111443714535693
19,0.001,0.2538458055524684,0.750979106601554,0.20943950005431675,0.8144723197988766
20,0.001,0.25354588876909284,0.7414141340672631,0.24607640816204585,0.7868699684663305
21,0.001,0.2559506862021204,0.7520026148559469,0.20657182318061146,0.8177945688481068
22,0.001,0.26863255852193973,0.7369094801295136,0.20513396231985803,0.8177288889933977
23,0.001,0.2562693713316277,0.7404116028212115,0.1963700518679263,0.8191580531089515
24,0.001,0.2451418297949122,0.7477787341256489,0.20587011793656135,0.8175133594520732
25,0.001,0.2389767305619681,0.7612637294091252,0.1996359711707528,0.817560987717651
26,0.001,0.2483142814529476,0.7543644239355712,0.21790080306245319,0.8057505028058345
27,0.001,0.231203460760081,0.7724071429105102,0.20444223751772694,0.8112184384798045
28,0.001,0.2447438302324779,0.7584159479118329,0.19823345208345955,0.8253216122698087
29,0.001,0.2341812697809134,0.7631354156805445,0.18659170794842847,0.8243860654817565
30,0.001,0.23539851227803016,0.7616306919629188,0.19411579930960243,0.815923456519081
31,0.001,0.22933129699372534,0.7627873878774737,0.21123921181728592,0.8114316019461562
32,0.001,0.23784591524458643,0.758070320400416,0.19211619692062265,0.8239528200088944
33,0.001,0.22939945590585026,0.7730155608982598,0.18403089691453905,0.8238165327475903
34,0.001,0.2344642440552142,0.7579052399367089,0.20903542971433098,0.8176533460665101
35,0.001,0.23449166430466212,0.7668037337391341,0.18846051550623197,0.8285691028095539
36,0.001,0.22393546453607616,0.7787988839202447,0.19513002527293874,0.8191518434197655
37,0.001,0.2239912158962506,0.7713018823867579,0.18904851554934657,0.818944766380298
38,0.001,0.21951737521744485,0.778438405099523,0.18325698776031607,0.8223339296587544
39,0.001,0.23458652798809224,0.7665271761018042,0.17873900372590593,0.8308238353440532
40,0.001,0.2355350417210095,0.7600618876036802,0.23472154985612897,0.782091763584948
41,0.001,0.22101677620588844,0.7817713150510689,0.18386640766663337,0.8213272815099413
42,0.001,0.21643316745758057,0.7863948065609998,0.18307290704392676,0.823343296899057
43,0.001,0.21614485345224835,0.7816132768676681,0.19410863563195982,0.8148651041753227
44,0.001,0.21453016251325607,0.7779037218902358,0.1821554289824927,0.8209574459939416
45,0.001,0.2279329149803119,0.768416863666372,0.17974687467760114,0.83245596017527
46,0.001,0.2040679602703052,0.789550903682063,0.17559204128251146,0.8282980715274155
47,0.001,0.2101411001006169,0.7852614233878626,0.17689450885822525,0.8252119272481778
48,0.001,0.21566747974103956,0.7829758426013185,0.19394091816980447,0.8183405280718384
49,0.001,0.20619192118964977,0.7886212889933475,0.17746739712224077,0.8234469615215668
50,0.001,0.20963554973922557,0.7869837696206048,0.17886265311668167,0.8273106800999148
51,0.001,0.22074291799495468,0.7720676464611861,0.213427777610608,0.8122112434885839
52,0.001,0.21314805679356874,0.7879626975952325,0.17788351071414663,0.8289626687308926
53,0.001,0.2061574945031707,0.7896211885159024,0.17096730888779485,0.8333359213519239
54,0.001,0.21699623185307232,0.7830013795124158,0.17896480191109784,0.821455089835397
55,0.001,0.21593644937027745,0.7829861069995709,0.16968971713265377,0.8335192928317396
56,0.001,0.21053745642082014,0.7893770111716956,0.17294502792073718,0.8325966702725729
